phone_id,customer_id,phone_number,activation_date
PH001270,CU000953,07539348980,2023-03-24
PH001271,CU000954,07914269903,2023-03-13
PH001272,CU000955,07500890562,2023-03-03
PH001273,CU000956,07124996828,2023-03-04
PH001274,CU000956,07819814594,2023-05-19
PH001275,CU000957,07116426030,2023-03-18
PH001276,CU000958,07267253138,2023-03-19
PH001277,CU000958,07769461352,2023-05-25
PH001278,CU000958,07302150361,2023-07-28
PH001279,CU000959,07432442792,2023-03-26
PH001280,CU000959,07446562143,2023-06-13
PH001281,CU000960,07893336855,2023-03-03
PH001282,CU000961,07113619281,2023-03-29
PH001283,CU000962,07759324637,2023-03-28
PH001284,CU000963,07448174247,2023-03-24
PH001285,CU000964,07235013475,2023-03-16
PH001286,CU000965,07588947923,2023-03-03
PH001287,CU000966,07371149440,2023-03-11
PH001288,CU000967,07203065898,2023-03-12
PH001289,CU000967,07920714093,2023-07-22
PH001290,CU000967,07711767574,2023-10-03
PH001291,CU000968,07980127315,2023-03-21
PH001292,CU000968,07889431317,2023-04-29
PH001293,CU000969,07331691354,2023-03-25
PH001294,CU000970,07287353066,2023-03-16
PH001295,CU000971,07104852639,2023-03-22
PH001296,CU000972,07887225320,2023-03-13
PH001297,CU000973,07754652437,2023-03-21
PH001298,CU000974,07882496768,2023-03-27
PH001299,CU000975,07229415809,2023-03-01
PH001300,CU000975,07567260060,2023-05-26
PH001301,CU000976,07776037892,2023-04-16
PH001302,CU000977,07821384811,2023-04-28
PH001303,CU000977,07466323791,2023-08-05
PH001304,CU000978,07479623355,2023-04-22
PH001305,CU000978,07868353760,2023-05-31
PH001306,CU000979,07279874244,2023-04-27
PH001307,CU000979,07604405013,2023-08-01
PH001308,CU000980,07367457423,2023-04-22
PH001309,CU000980,07222669160,2023-05-26
PH001310,CU000980,07522725803,2023-08-15
PH001311,CU000981,07612499273,2023-04-04
PH001312,CU000982,07205416017,2023-04-24
PH001313,CU000983,07115577557,2023-04-17
PH001314,CU000984,07821226078,2023-04-21
PH001315,CU000985,07250528002,2023-04-24
PH001316,CU000986,07659803811,2023-04-19
PH001317,CU000986,07203192291,2023-08-22
PH001318,CU000987,07488381704,2023-04-01
PH001319,CU000987,07630542040,2023-06-19
PH001320,CU000988,07239302421,2023-04-03
PH001321,CU000989,07482212092,2023-04-01
PH001322,CU000990,07865305165,2023-04-14
PH001323,CU000991,07207440230,2023-04-11
PH001324,CU000992,07116358871,2023-04-15
PH001325,CU000992,07732979867,2023-07-07
PH001326,CU000993,07823182636,2023-04-26
PH001327,CU000994,07788340633,2023-04-28
PH001328,CU000995,07530083425,2023-04-12
PH001329,CU000996,07650014623,2023-04-03
PH001330,CU000997,07167689568,2023-04-17
PH001331,CU000998,07476874066,2023-04-17
PH001332,CU000998,07902817489,2023-06-07
PH001333,CU000998,07791672007,2023-08-30
PH001334,CU000999,07170632534,2023-04-03
PH001335,CU000999,07527925013,2023-05-30
PH001336,CU001000,07541936488,2023-04-18
PH001337,CU001001,07960962859,2023-04-08
PH001338,CU001002,07386652173,2023-04-20
PH001339,CU001002,07147998963,2023-08-09
PH001340,CU001003,07999336862,2023-04-12
PH001341,CU001004,07734701679,2023-04-25
PH001342,CU001004,07662443600,2023-09-03
PH001343,CU001005,07611873954,2023-04-28
PH001344,CU001005,07577078409,2023-08-13
PH001345,CU001006,07575985012,2023-04-03
PH001346,CU001007,07534944118,2023-04-19
PH001347,CU001008,07220559658,2023-04-27
PH001348,CU001009,07427326684,2023-04-11
PH001349,CU001010,07137629222,2023-04-06
PH001350,CU001010,07214509928,2023-08-10
PH001351,CU001011,07538721425,2023-04-17
PH001352,CU001011,07244242198,2023-08-20
PH001353,CU001011,07109706341,2023-10-24
PH001354,CU001012,07595231902,2023-04-05
PH001355,CU001013,07693749846,2023-04-12
PH001356,CU001014,07540109396,2023-04-11
PH001357,CU001014,07172062031,2023-05-21
PH001358,CU001015,07150657759,2023-04-10
PH001359,CU001016,07369874833,2023-04-13
PH001360,CU001017,07596106913,2023-04-07
PH001361,CU001018,07461522965,2023-04-17
PH001362,CU001019,07535428554,2023-04-05
PH001363,CU001020,07226755749,2023-04-04
PH001364,CU001021,07355084839,2023-04-08
PH001365,CU001022,07465398573,2023-04-29
PH001366,CU001023,07428824162,2023-04-06
PH001367,CU001023,07513826937,2023-09-15
PH001368,CU001024,07350192492,2023-04-29
PH001369,CU001025,07217444737,2023-04-28
PH001370,CU001026,07922459525,2023-04-29
PH001371,CU001027,07104260870,2023-04-19
PH001372,CU001028,07481812068,2023-04-01
PH001373,CU001029,07981136246,2023-04-17
PH001374,CU001029,07216559702,2023-05-31
PH001375,CU001030,07476377726,2023-04-20
PH001376,CU001031,07868701357,2023-04-21
PH001377,CU001031,07851144037,2023-09-07
PH001378,CU001032,07470626487,2023-04-03
PH001379,CU001033,07663440533,2023-04-12
PH001380,CU001034,07628814128,2023-04-14
PH001381,CU001035,07727809965,2023-04-05
PH001382,CU001036,07669782273,2023-04-03
PH001383,CU001037,07358739716,2023-04-01
PH001384,CU001037,07116717839,2023-09-23
PH001385,CU001037,07538721289,2023-12-22
PH001386,CU001038,07153727707,2023-04-12
PH001387,CU001039,07991180744,2023-04-26
PH001388,CU001039,07629343387,2023-07-04
PH001389,CU001040,07282225654,2023-04-22
PH001390,CU001040,07577495765,2023-06-04
PH001391,CU001041,07255254723,2023-04-15
PH001392,CU001042,07439829652,2023-05-16
PH001393,CU001042,07991407852,2023-07-25
PH001394,CU001043,07396662496,2023-05-15
PH001395,CU001044,07310743550,2023-05-15
PH001396,CU001045,07562213256,2023-05-06
PH001397,CU001046,07834681564,2023-05-05
PH001398,CU001046,07205857649,2023-10-25
PH001399,CU001046,07211453930,2024-01-18
PH001400,CU001047,07744882977,2023-05-05
PH001401,CU001048,07893413659,2023-05-10
PH001402,CU001049,07569303940,2023-05-18
PH001403,CU001049,07315879950,2023-07-06
PH001404,CU001049,07254357699,2023-09-15
PH001405,CU001050,07684551708,2023-05-16
PH001406,CU001050,07525394659,2023-10-25
PH001407,CU001051,07339987396,2023-05-08
PH001408,CU001052,07978948498,2023-05-11
PH001409,CU001053,07354504748,2023-05-21
PH001410,CU001054,07869540726,2023-05-21
PH001411,CU001055,07766824623,2023-05-10
PH001412,CU001056,07606704329,2023-05-05
PH001413,CU001056,07277722835,2023-09-05
PH001414,CU001057,07384286580,2023-05-17
PH001415,CU001058,07381850084,2023-05-07
PH001416,CU001059,07108304362,2023-05-22
PH001417,CU001060,07894351366,2023-05-19
PH001418,CU001061,07543633177,2023-05-05
PH001419,CU001062,07958639721,2023-05-02
PH001420,CU001063,07782421891,2023-05-29
PH001421,CU001063,07730794475,2023-08-12
PH001422,CU001064,07989694802,2023-05-20
PH001423,CU001065,07327232461,2023-05-13
PH001424,CU001066,07195888389,2023-05-02
PH001425,CU001066,07240822578,2023-10-06
PH001426,CU001067,07201926214,2023-05-08
PH001427,CU001067,07962765109,2023-09-08
PH001428,CU001068,07546935700,2023-05-29
PH001429,CU001068,07257019625,2023-08-18
PH001430,CU001069,07758012905,2023-05-16
PH001431,CU001070,07856955551,2023-05-06
PH001432,CU001071,07543489934,2023-05-26
PH001433,CU001072,07318751337,2023-05-12
PH001434,CU001073,07878237841,2023-05-23
PH001435,CU001073,07659023865,2023-08-22
PH001436,CU001073,07543500092,2023-10-27
PH001437,CU001074,07135562596,2023-05-23
PH001438,CU001075,07298021072,2023-05-25
PH001439,CU001076,07197226617,2023-05-03
PH001440,CU001077,07980615352,2023-05-25
PH001441,CU001078,07234951910,2023-05-25
PH001442,CU001079,07556362966,2023-05-01
PH001443,CU001079,07334151342,2023-09-22
PH001444,CU001079,07650188281,2023-11-30
PH001445,CU001080,07422344494,2023-05-11
PH001446,CU001081,07581029009,2023-05-04
PH001447,CU001081,07521827675,2023-07-09
PH001448,CU001081,07530435464,2023-09-13
PH001449,CU001082,07560305093,2023-05-16
PH001450,CU001083,07995366475,2023-05-10
PH001451,CU001084,07635268309,2023-05-23
PH001452,CU001085,07154915523,2023-05-21
PH001453,CU001086,07744340318,2023-05-25
PH001454,CU001086,07427092821,2023-07-09
PH001455,CU001087,07251465131,2023-05-15
PH001456,CU001088,07832669468,2023-05-21
PH001457,CU001088,07132530479,2023-10-23
PH001458,CU001089,07203257520,2023-05-01
PH001459,CU001090,07250148212,2023-05-19
PH001460,CU001091,07701790139,2023-05-15
PH001461,CU001092,07655791298,2023-05-26
PH001462,CU001093,07350081175,2023-05-25
PH001463,CU001094,07592318667,2023-05-28
PH001464,CU001094,07410350487,2023-07-10
PH001465,CU001095,07362889421,2023-05-07
PH001466,CU001096,07503741731,2023-05-14
PH001467,CU001097,07350675076,2023-05-14
PH001468,CU001098,07286018228,2023-05-18
PH001469,CU001099,07452848117,2023-05-06
PH001470,CU001100,07958232287,2023-05-01
PH001471,CU001101,07985039483,2023-05-17
PH001472,CU001102,07422954849,2023-05-02
PH001473,CU001103,07177169771,2023-05-10
PH001474,CU001104,07372006447,2023-05-11
PH001475,CU001105,07197070523,2023-05-08
PH001476,CU001106,07672818422,2023-05-01
PH001477,CU001107,07844819377,2023-05-25
PH001478,CU001108,07496079512,2023-05-29
PH001479,CU001109,07926239398,2023-06-04
PH001480,CU001110,07754013849,2023-06-15
PH001481,CU001111,07597818106,2023-06-17
PH001482,CU001111,07989962535,2023-11-12
PH001483,CU001111,07839544983,2024-02-04
PH001484,CU001112,07175013986,2023-06-06
PH001485,CU001112,07202407434,2023-09-20
PH001486,CU001113,07930371608,2023-06-27
PH001487,CU001114,07185983982,2023-06-21
PH001488,CU001115,07312163835,2023-06-14
PH001489,CU001116,07459610552,2023-06-06
PH001490,CU001117,07434498931,2023-06-14
PH001491,CU001118,07361069789,2023-06-08
PH001492,CU001119,07706578127,2023-06-04
PH001493,CU001119,07539361500,2023-12-01
PH001494,CU001120,07644250848,2023-06-14
PH001495,CU001121,07409008659,2023-06-25
PH001496,CU001122,07133169105,2023-06-28
PH001497,CU001123,07101197111,2023-06-07
PH001498,CU001124,07866241432,2023-06-16
PH001499,CU001125,07583334482,2023-06-01
PH001500,CU001126,07246053751,2023-06-15
PH001501,CU001127,07222087385,2023-06-14
PH001502,CU001128,07293634974,2023-06-13
PH001503,CU001129,07243685743,2023-06-18
PH001504,CU001129,07401508503,2023-08-21
PH001505,CU001130,07396501148,2023-06-13
PH001506,CU001131,07583182563,2023-06-29
PH001507,CU001131,07441408625,2023-10-31
PH001508,CU001131,07586944644,2024-01-28
PH001509,CU001132,07469187806,2023-06-05
PH001510,CU001133,07365222840,2023-06-08
PH001511,CU001134,07692983922,2023-06-09
PH001512,CU001135,07896202900,2023-06-29
PH001513,CU001135,07714473906,2023-12-16
PH001514,CU001136,07654346104,2023-06-15
PH001515,CU001137,07938712299,2023-06-21
PH001516,CU001137,07833859749,2023-11-27
PH001517,CU001138,07607790679,2023-06-29
PH001518,CU001138,07159720548,2023-09-15
PH001519,CU001138,07654460082,2023-11-23
PH001520,CU001139,07196671917,2023-06-12
PH001521,CU001140,07596396186,2023-06-07
PH001522,CU001141,07846245315,2023-06-23
PH001523,CU001141,07444529540,2023-08-04
PH001524,CU001141,07731755346,2023-10-23
PH001525,CU001142,07225226231,2023-06-03
PH001526,CU001143,07949300449,2023-06-13
PH001527,CU001144,07633204992,2023-06-27
PH001528,CU001144,07434492805,2023-11-23
PH001529,CU001145,07582508827,2023-06-18
PH001530,CU001146,07300662579,2023-06-16
PH001531,CU001147,07104486275,2023-06-18
PH001532,CU001147,07483062888,2023-09-19
PH001533,CU001148,07215438665,2023-06-26
PH001534,CU001148,07485136000,2023-10-07
PH001535,CU001148,07819478842,2023-12-18
PH001536,CU001149,07771188571,2023-06-28
PH001537,CU001150,07915848678,2023-06-28
PH001538,CU001150,07540407865,2023-10-11
PH001539,CU001150,07205686819,2023-12-15
PH001540,CU001151,07553178920,2023-06-11
PH001541,CU001152,07471313787,2023-06-03
PH001542,CU001153,07238220416,2023-06-26
PH001543,CU001153,07714979621,2023-09-20
PH001544,CU001154,07461413345,2023-06-27
PH001545,CU001154,07465761073,2023-11-12
PH001546,CU001154,07730370032,2024-02-03
PH001547,CU001155,07712830129,2023-06-23
PH001548,CU001156,07300091201,2023-06-18
PH001549,CU001157,07428147140,2023-06-08
PH001550,CU001157,07969689970,2023-10-24
PH001551,CU001157,07257777638,2023-12-24
PH001552,CU001158,07345902299,2023-06-20
PH001553,CU001159,07830306129,2023-06-16
PH001554,CU001160,07939650154,2023-06-26
PH001555,CU001161,07923961660,2023-06-27
PH001556,CU001162,07940478183,2023-06-05
PH001557,CU001163,07401462641,2023-06-09
PH001558,CU001164,07351669235,2023-06-16
PH001559,CU001164,07372208619,2023-08-10
PH001560,CU001165,07317542084,2023-06-02
PH001561,CU001165,07338386236,2023-09-21
PH001562,CU001166,07121781883,2023-06-14
PH001563,CU001166,07186539561,2023-12-01
PH001564,CU001166,07664501849,2024-02-05
PH001565,CU001167,07556417405,2023-06-28
PH001566,CU001167,07116473441,2023-10-31
PH001567,CU001167,07966011248,2024-01-21
PH001568,CU001168,07799906695,2023-06-04
PH001569,CU001169,07457426061,2023-06-26
PH001570,CU001169,07590835794,2023-09-22
PH001571,CU001170,07982300599,2023-06-01
PH001572,CU001171,07813048769,2023-06-15
PH001573,CU001172,07942611701,2023-06-05
PH001574,CU001173,07282715088,2023-06-20
PH001575,CU001174,07574157466,2023-06-25
PH001576,CU001175,07690236630,2023-06-02
PH001577,CU001176,07640190590,2023-06-05
PH001578,CU001176,07635817758,2023-10-19
PH001579,CU001176,07987191007,2024-01-14
PH001580,CU001177,07266433278,2023-06-18
PH001581,CU001178,07612973867,2023-07-02
PH001582,CU001179,07418211746,2023-07-04
PH001583,CU001180,07492486390,2023-07-08
PH001584,CU001181,07687835698,2023-07-13
PH001585,CU001182,07111588812,2023-07-12
PH001586,CU001183,07280526817,2023-07-19
PH001587,CU001184,07896073599,2023-07-07
PH001588,CU001185,07330573311,2023-07-23
PH001589,CU001185,07413496519,2023-10-30
PH001590,CU001186,07644930291,2023-07-17
PH001591,CU001187,07189929543,2023-07-22
PH001592,CU001188,07617367460,2023-07-23
PH001593,CU001188,07555342201,2023-08-27
PH001594,CU001189,07757126765,2023-07-15
PH001595,CU001190,07845498447,2023-07-04
PH001596,CU001191,07486312035,2023-07-17
PH001597,CU001192,07390899287,2023-07-02
PH001598,CU001193,07312560939,2023-07-29
PH001599,CU001194,07986638611,2023-07-14
PH001600,CU001195,07182480008,2023-07-17
PH001601,CU001196,07196314084,2023-07-26
PH001602,CU001196,07646930255,2023-11-17
PH001603,CU001197,07852769033,2023-07-01
PH001604,CU001197,07442902071,2023-08-28
PH001605,CU001198,07527374375,2023-07-01
PH001606,CU001199,07728765713,2023-07-25
PH001607,CU001200,07509472263,2023-07-29
PH001608,CU001201,07535054711,2023-07-08
PH001609,CU001202,07356515535,2023-07-26
PH001610,CU001203,07489551247,2023-07-27
PH001611,CU001204,07808409303,2023-07-09
PH001612,CU001204,07616151327,2023-12-16
PH001613,CU001205,07535747079,2023-07-13
PH001614,CU001206,07620451264,2023-07-12
PH001615,CU001207,07750920648,2023-07-23
PH001616,CU001207,07674652153,2023-12-17
PH001617,CU001207,07709524252,2024-02-28
PH001618,CU001208,07347165095,2023-07-19
PH001619,CU001209,07456113855,2023-07-09
PH001620,CU001210,07204481258,2023-07-23
PH001621,CU001211,07729166994,2023-07-18
PH001622,CU001212,07966136332,2023-07-02
PH001623,CU001213,07724599282,2023-07-23
PH001624,CU001214,07480011254,2023-07-27
PH001625,CU001215,07514148175,2023-07-13
PH001626,CU001215,07141895517,2023-10-14
PH001627,CU001215,07628428170,2023-12-23
PH001628,CU001216,07395803811,2023-07-28
PH001629,CU001216,07904249315,2023-10-07
PH001630,CU001217,07821906479,2023-07-01
PH001631,CU001218,07495166960,2023-07-13
PH001632,CU001218,07777865109,2024-01-03
PH001633,CU001218,07557550813,2024-03-30
PH001634,CU001219,07331060593,2023-07-15
PH001635,CU001219,07765676335,2024-01-03
PH001636,CU001219,07989369001,2024-03-14
PH001637,CU001220,07546478734,2023-07-03
PH001638,CU001221,07320341060,2023-07-02
PH001639,CU001221,07957398835,2023-08-23
PH001640,CU001221,07876663649,2023-10-30
PH001641,CU001222,07668426063,2023-07-13
PH001642,CU001223,07147107155,2023-07-22
PH001643,CU001223,07347978366,2023-12-07
PH001644,CU001224,07698928918,2023-07-05
PH001645,CU001225,07656623060,2023-07-12
PH001646,CU001226,07363389038,2023-07-21
PH001647,CU001227,07684712112,2023-07-16
PH001648,CU001228,07979120073,2023-07-04
PH001649,CU001228,07463822567,2023-12-29
PH001650,CU001228,07652711602,2024-02-28
PH001651,CU001229,07228130580,2023-07-18
PH001652,CU001230,07545216124,2023-07-22
PH001653,CU001231,07717634994,2023-07-08
PH001654,CU001232,07490967255,2023-07-08
PH001655,CU001233,07198171821,2023-07-19
PH001656,CU001233,07362828546,2023-10-19
PH001657,CU001234,07865400603,2023-07-10
PH001658,CU001234,07870368452,2023-10-15
PH001659,CU001235,07842246500,2023-07-16
PH001660,CU001236,07290224343,2023-07-07
PH001661,CU001236,07234231823,2023-08-16
PH001662,CU001237,07663170048,2023-07-06
PH001663,CU001238,07185315975,2023-07-06
PH001664,CU001239,07432518301,2023-07-28
PH001665,CU001240,07880139267,2023-07-02
PH001666,CU001241,07888942621,2023-07-23
PH001667,CU001242,07941763189,2023-07-13
PH001668,CU001243,07277703134,2023-07-10
PH001669,CU001244,07944579490,2023-07-23
PH001670,CU001245,07341766984,2023-07-04
PH001671,CU001245,07543546771,2023-08-24
PH001672,CU001246,07910636130,2023-08-21
PH001673,CU001247,07684412741,2023-08-23
PH001674,CU001248,07810510718,2023-08-19
PH001675,CU001248,07135712596,2023-10-01
PH001676,CU001249,07412489728,2023-08-02
PH001677,CU001250,07232033978,2023-08-16
PH001678,CU001250,07906439099,2023-11-30
PH001679,CU001250,07963793546,2024-02-17
PH001680,CU001251,07953096123,2023-08-17
PH001681,CU001252,07615940893,2023-08-01
PH001682,CU001253,07611259164,2023-08-01
PH001683,CU001254,07507145277,2023-08-21
PH001684,CU001254,07143044754,2023-11-07
PH001685,CU001255,07719419448,2023-08-25
PH001686,CU001255,07762705963,2024-02-14
PH001687,CU001256,07608656197,2023-08-03
PH001688,CU001257,07175847068,2023-08-11
PH001689,CU001257,07359859640,2023-12-25
PH001690,CU001257,07607379632,2024-03-13
PH001691,CU001258,07122833100,2023-08-25
PH001692,CU001259,07915425208,2023-08-10
PH001693,CU001260,07229697662,2023-08-05
PH001694,CU001261,07860116209,2023-08-29
PH001695,CU001262,07101750695,2023-08-08
PH001696,CU001263,07336358504,2023-08-14
PH001697,CU001264,07704471066,2023-08-29
PH001698,CU001264,07870893248,2023-12-22
PH001699,CU001265,07775785621,2023-08-17
PH001700,CU001266,07701334457,2023-08-22
PH001701,CU001267,07456386600,2023-08-29
PH001702,CU001268,07452554453,2023-08-20
PH001703,CU001269,07479092541,2023-08-09
PH001704,CU001270,07986250879,2023-08-21
PH001705,CU001270,07652947871,2023-11-05
PH001706,CU001271,07586073294,2023-08-21
PH001707,CU001272,07210080236,2023-08-26
PH001708,CU001273,07124193520,2023-08-12
PH001709,CU001274,07925275152,2023-08-11
PH001710,CU001275,07687386851,2023-08-09
PH001711,CU001275,07257072984,2024-01-24
PH001712,CU001276,07547569062,2023-08-16
PH001713,CU001277,07275251267,2023-08-29
PH001714,CU001278,07207199790,2023-08-13
PH001715,CU001279,07548782226,2023-08-16
PH001716,CU001279,07928941150,2023-12-09
PH001717,CU001279,07486385399,2024-02-09
PH001718,CU001280,07896704922,2023-08-23
PH001719,CU001281,07676998672,2023-08-24
PH001720,CU001282,07148565168,2023-08-16
PH001721,CU001283,07447575645,2023-08-22
PH001722,CU001284,07615185335,2023-08-08
PH001723,CU001284,07433871522,2023-09-19
PH001724,CU001285,07261066338,2023-08-28
PH001725,CU001286,07402897532,2023-08-09
PH001726,CU001287,07205487348,2023-08-20
PH001727,CU001288,07942366178,2023-08-17
PH001728,CU001288,07362150913,2023-11-27
PH001729,CU001289,07952927991,2023-08-13
PH001730,CU001290,07465848784,2023-08-28
PH001731,CU001291,07332052429,2023-08-02
PH001732,CU001292,07283646915,2023-08-24
PH001733,CU001293,07164389207,2023-08-06
PH001734,CU001294,07646542596,2023-08-12
PH001735,CU001295,07629356717,2023-08-11
PH001736,CU001296,07781847352,2023-08-29
PH001737,CU001296,07938103930,2023-12-13
PH001738,CU001296,07136495262,2024-02-25
PH001739,CU001297,07884976459,2023-08-17
PH001740,CU001297,07519821519,2023-10-19
PH001741,CU001297,07233183026,2024-01-13
PH001742,CU001298,07536081799,2023-08-07
PH001743,CU001299,07627180364,2023-08-25
PH001744,CU001300,07643038086,2023-08-08
PH001745,CU001301,07410194102,2023-08-04
PH001746,CU001302,07496370404,2023-08-26
PH001747,CU001303,07724945874,2023-08-15
PH001748,CU001304,07612107852,2023-08-22
PH001749,CU001305,07275359570,2023-08-13
PH001750,CU001306,07264459128,2023-08-21
PH001751,CU001307,07877603368,2023-08-14
PH001752,CU001308,07222464876,2023-08-26
PH001753,CU001309,07178662230,2023-08-03
PH001754,CU001310,07302201018,2023-08-09
PH001755,CU001310,07327014403,2023-09-23
PH001756,CU001311,07455891778,2023-08-09
PH001757,CU001312,07874927912,2023-08-14
PH001758,CU001313,07386140235,2023-09-15
PH001759,CU001314,07249954573,2023-09-11
PH001760,CU001315,07308354587,2023-09-12
PH001761,CU001316,07398565213,2023-09-06
PH001762,CU001316,07508413805,2024-02-21
PH001763,CU001317,07119249711,2023-09-21
PH001764,CU001318,07323502730,2023-09-18
PH001765,CU001318,07808226967,2024-01-24
PH001766,CU001319,07275107945,2023-09-07
PH001767,CU001320,07283973697,2023-09-23
PH001768,CU001321,07525011866,2023-09-01
PH001769,CU001322,07585928431,2023-09-12
PH001770,CU001323,07786990626,2023-09-11
PH001771,CU001323,07780153043,2023-10-30
PH001772,CU001323,07103220698,2024-01-22
PH001773,CU001324,07564866640,2023-09-21
PH001774,CU001325,07977887366,2023-09-11
PH001775,CU001325,07777756527,2023-10-30
PH001776,CU001326,07413980522,2023-09-29
PH001777,CU001326,07711361819,2023-12-23
PH001778,CU001326,07189033752,2024-03-20
PH001779,CU001327,07801696555,2023-09-12
PH001780,CU001328,07754447979,2023-09-15
PH001781,CU001329,07781001102,2023-09-22
PH001782,CU001330,07771328635,2023-09-08
PH001783,CU001331,07565309412,2023-09-12
PH001784,CU001332,07136999815,2023-09-08
PH001785,CU001333,07893671924,2023-09-19
PH001786,CU001334,07280048794,2023-09-24
PH001787,CU001335,07165716497,2023-09-09
PH001788,CU001336,07173281092,2023-09-11
PH001789,CU001337,07562693621,2023-09-27
PH001790,CU001338,07177789243,2023-09-04
PH001791,CU001339,07239596343,2023-09-22
PH001792,CU001340,07586906689,2023-09-17
PH001793,CU001341,07329103124,2023-09-25
PH001794,CU001342,07836915385,2023-09-25
PH001795,CU001342,07724295338,2024-01-01
PH001796,CU001343,07805651113,2023-09-11
PH001797,CU001344,07976574079,2023-09-17
PH001798,CU001344,07465942847,2023-11-30
PH001799,CU001344,07420298762,2024-02-19
PH001800,CU001345,07111515116,2023-09-29
PH001801,CU001345,07348106082,2024-01-07
PH001802,CU001346,07620964795,2023-09-03
PH001803,CU001346,07333281804,2024-02-01
PH001804,CU001347,07347531803,2023-09-24
PH001805,CU001348,07637601775,2023-09-13
PH001806,CU001348,07352942273,2024-02-10
PH001807,CU001348,07266161288,2024-05-10
PH001808,CU001349,07487827250,2023-09-01
PH001809,CU001350,07228127016,2023-09-28
PH001810,CU001351,07259154936,2023-09-18
PH001811,CU001352,07833901628,2023-09-14
PH001812,CU001352,07851741310,2023-10-23
PH001813,CU001353,07708496192,2023-09-11
PH001814,CU001353,07189038017,2023-10-13
PH001815,CU001353,07443293517,2023-12-26
PH001816,CU001354,07419841228,2023-09-03
PH001817,CU001355,07179245002,2023-09-27
PH001818,CU001355,07674275484,2024-02-17
PH001819,CU001355,07602428187,2024-05-08
PH001820,CU001356,07546795149,2023-09-18
PH001821,CU001357,07853095809,2023-09-07
PH001822,CU001358,07222343510,2023-09-27
PH001823,CU001358,07749567364,2024-02-26
PH001824,CU001359,07346991192,2023-09-14
PH001825,CU001360,07966820598,2023-09-27
PH001826,CU001361,07694943680,2023-09-23
PH001827,CU001361,07881058124,2023-12-16
PH001828,CU001362,07881733820,2023-09-15
PH001829,CU001363,07344643754,2023-09-10
PH001830,CU001364,07616447433,2023-09-05
PH001831,CU001365,07129579043,2023-09-29
PH001832,CU001365,07770929489,2023-10-29
PH001833,CU001365,07141752516,2024-01-18
PH001834,CU001366,07298116775,2023-09-25
PH001835,CU001367,07124919252,2023-09-05
PH001836,CU001368,07552534035,2023-09-23
PH001837,CU001369,07997686146,2023-09-06
PH001838,CU001370,07732529193,2023-09-17
PH001839,CU001370,07589639692,2024-01-21
PH001840,CU001370,07404935710,2024-03-26
PH001841,CU001371,07158361716,2023-09-14
PH001842,CU001372,07272556833,2023-09-16
PH001843,CU001373,07482595973,2023-09-23
PH001844,CU001373,07425957104,2023-10-26
PH001845,CU001373,07628875445,2024-01-12
PH001846,CU001374,07780554705,2023-09-09
PH001847,CU001375,07220829488,2023-09-20
PH001848,CU001376,07537699340,2023-09-17
PH001849,CU001377,07660574593,2023-09-10
PH001850,CU001378,07943239590,2023-09-09
PH001851,CU001379,07626365949,2023-09-25
PH001852,CU001379,07715624929,2023-11-11
PH001853,CU001380,07401676192,2023-09-28
PH001854,CU001381,07970831423,2023-09-12
PH001855,CU001382,07686946277,2023-10-15
PH001856,CU001383,07249042781,2023-10-22
PH001857,CU001383,07417480943,2023-12-25
PH001858,CU001384,07212864185,2023-10-25
PH001859,CU001384,07269660699,2024-01-02
PH001860,CU001384,07756858995,2024-03-29
PH001861,CU001385,07131706739,2023-10-16
PH001862,CU001386,07752894964,2023-10-17
PH001863,CU001386,07736335612,2023-12-17
PH001864,CU001386,07324473418,2024-03-12
PH001865,CU001387,07490354568,2023-10-14
PH001866,CU001388,07571754835,2023-10-01
PH001867,CU001389,07280481543,2023-10-13
PH001868,CU001390,07434784205,2023-10-19
PH001869,CU001391,07660558781,2023-10-29
PH001870,CU001392,07349030820,2023-10-03
PH001871,CU001393,07602608436,2023-10-15
PH001872,CU001394,07260370187,2023-10-08
PH001873,CU001395,07543211026,2023-10-16
PH001874,CU001396,07671662375,2023-10-08
PH001875,CU001397,07511718130,2023-10-24
PH001876,CU001398,07625726349,2023-10-24
PH001877,CU001398,07220378503,2023-12-20
PH001878,CU001399,07390404890,2023-10-28
PH001879,CU001399,07909887806,2024-02-24
PH001880,CU001400,07376611085,2023-10-02
PH001881,CU001400,07391466211,2024-03-15
PH001882,CU001401,07309220081,2023-10-12
PH001883,CU001402,07136611038,2023-10-13
PH001884,CU001403,07580117625,2023-10-11
PH001885,CU001404,07478613931,2023-10-10
PH001886,CU001405,07617997488,2023-10-10
PH001887,CU001405,07143889865,2024-01-30
PH001888,CU001406,07367069284,2023-10-27
PH001889,CU001406,07948388540,2024-02-24
PH001890,CU001407,07359847832,2023-10-07
PH001891,CU001407,07854452040,2023-12-09
PH001892,CU001408,07245026156,2023-10-13
PH001893,CU001408,07499206968,2023-12-06
PH001894,CU001408,07181953960,2024-02-20
PH001895,CU001409,07527807683,2023-10-28
PH001896,CU001410,07229499450,2023-10-02
PH001897,CU001411,07351152071,2023-10-05
PH001898,CU001412,07446826175,2023-10-19
PH001899,CU001412,07378357149,2023-11-27
PH001900,CU001413,07398182870,2023-10-16
PH001901,CU001414,07223563237,2023-10-21
PH001902,CU001415,07326079187,2023-10-09
PH001903,CU001415,07137352671,2023-12-28
PH001904,CU001416,07705613082,2023-10-17
